shp_code,departure,city_from,city_to,country_from,country_to,cost_per_kg,gross_weight,carrier_charge,mode,carrier,duration
SHP185571,2019-03-03 22:05:47,Rotterdam,Kuala Lumpur,NL,MY,92.31,100.0,1.05,Air,Van den Bosch Transporten,5.03009
SHP788601,2019-09-15 15:57:21,Rotterdam,Kuala Lumpur,NL,MY,87.81,25.0,0.9,Ocean,Neele-Vat Logistics,21.00938
SHP696604,2019-11-15 15:46:41,Rotterdam,Kuala Lumpur,NL,MY,90.7257,2213.0,0.9,Ocean,Neele-Vat Logistics,20.9353
SHP699606,2020-03-16 14:55:10,Rotterdam,Kuala Lumpur,NL,MY,95.25,888.0,0.9,Ocean,Neele-Vat Logistics,30.57755
SHP709604,2019-11-16 01:19:30,Rotterdam,Kuala Lumpur,NL,MY,90.91,500.0,0.75,Air,NTG Air & Ocean,5.23495
SHP367574,2019-03-20 18:11:45,Rotterdam,Kuala Lumpur,NL,MY,90.75,405.0,0.9,Ocean,Neele-Vat Logistics,31.94271
SHP165603,2019-09-24 11:48:24,Rotterdam,Kuala Lumpur,NL,MY,88.25,205.0,0.9,Ocean,Neele-Vat Logistics,9.28056
SHP809574,2019-03-23 19:03:38,Rotterdam,Kuala Lumpur,NL,MY,90.72447726,2008.0,1.05,Air,Van den Bosch Transporten,5.34595
SHP633607,2020-06-22 14:12:58,Rotterdam,Kuala Lumpur,NL,MY,94.9,1005.0,1.05,Air,Van den Bosch Transporten,5.21655
SHP42606,2020-01-19 12:58:29,Rotterdam,Kuala Lumpur,NL,MY,92.6,652.8,0.75,Air,NTG Air & Ocean,5.16817
SHP212607,2020-05-11 12:42:34,Rotterdam,Kuala Lumpur,NL,MY,93.74,298.5,0.75,Air,NTG Air & Ocean,5.40509
SHP566604,2019-11-10 11:03:50,Rotterdam,Kuala Lumpur,NL,MY,91.19,755.0,0.75,Air,NTG Air & Ocean,5.05567
SHP817606,2020-03-29 13:54:26,Rotterdam,Kuala Lumpur,NL,MY,86.1,3008.0,0.9,Ocean,Neele-Vat Logistics,30.155790000000003
SHP89596,2019-08-13 11:38:23,Rotterdam,Kuala Lumpur,NL,MY,84.2,255.0,0.9,Ocean,Neele-Vat Logistics,19.211
SHP445579,2019-04-23 12:29:35,Rotterdam,Kuala Lumpur,NL,MY,90.23,565.0,0.75,Air,NTG Air & Ocean,5.16354
SHP529604,2019-11-07 23:01:04,Rotterdam,Kuala Lumpur,NL,MY,90.7,1000.0,0.75,Air,NTG Air & Ocean,5.18171
SHP119595,2019-08-07 19:50:32,Rotterdam,Kuala Lumpur,NL,MY,85.26,185.0,1.05,Air,Van den Bosch Transporten,5.17245
SHP178597,2019-08-18 12:20:46,Rotterdam,Kuala Lumpur,NL,MY,85.1557,500.0,0.9,Ocean,Neele-Vat Logistics,19.50532
SHP597607,2020-06-20 06:44:45,Rotterdam,Kuala Lumpur,NL,MY,95.45,1507.0,1.05,Air,Van den Bosch Transporten,5.35417
SHP963590,2019-07-10 09:35:57,Rotterdam,Kuala Lumpur,NL,MY,87.04683954,1156.0,0.75,Air,NTG Air & Ocean,5.00544
SHP176601,2019-09-13 07:41:12,Rotterdam,Kuala Lumpur,NL,MY,86.44,72.0,0.75,Air,NTG Air & Ocean,5.18738
SHP359587,2019-06-14 12:23:15,Rotterdam,Kuala Lumpur,NL,MY,86.75,350.0,0.75,Air,NTG Air & Ocean,5.18715
SHP516607,2020-06-14 12:29:14,Rotterdam,Kuala Lumpur,NL,MY,94.57,1107.0,1.05,Air,Van den Bosch Transporten,5.19271
SHP136605,2019-12-08 18:19:57,Rotterdam,Kuala Lumpur,NL,MY,92.05,605.0,0.9,Ocean,Neele-Vat Logistics,21.99965
SHP19604,2019-10-15 01:44:21,Rotterdam,Kuala Lumpur,NL,MY,86.95,780.0,0.9,Ocean,Neele-Vat Logistics,5.08576
SHP394576,2019-04-05 11:55:54,Rotterdam,Kuala Lumpur,NL,MY,90.3,1456.0,0.9,Ocean,Neele-Vat Logistics,19.33264
SHP476573,2019-03-14 20:31:44,Rotterdam,Kuala Lumpur,NL,MY,93.88,2008.0,0.75,Air,NTG Air & Ocean,5.0103
SHP752604,2019-11-17 12:38:22,Rotterdam,Kuala Lumpur,NL,MY,90.85,155.0,0.9,Ocean,Neele-Vat Logistics,19.62755
SHP73594,2019-07-30 13:02:32,Rotterdam,Kuala Lumpur,NL,MY,85.66685678,1006.0,0.75,Air,NTG Air & Ocean,5.33889
SHP9004993,2019-04-22 00:13:15,Rotterdam,Manila,NL,PH,110.5,153.0,0.5625,Ocean,Van den Bosch Transporten,50.65336
SHP341586,2019-06-08 15:19:20,Rotterdam,Kuala Lumpur,NL,MY,87.97,119.0,0.75,Air,NTG Air & Ocean,5.0098400000000005
SHP149581,2019-05-07 09:25:19,Rotterdam,Kuala Lumpur,NL,MY,90.58,150.0,0.9,Ocean,Neele-Vat Logistics,8.28692
SHP923604,2019-11-25 13:53:51,Rotterdam,Kuala Lumpur,NL,MY,92.05,2008.0,0.9,Ocean,Neele-Vat Logistics,30.151740000000004
SHP805605,2020-01-07 14:11:47,Rotterdam,Kuala Lumpur,NL,MY,93.15,255.0,0.9,Ocean,Neele-Vat Logistics,30.27627
SHP106604,2019-10-19 20:08:54,Rotterdam,Kuala Lumpur,NL,MY,86.61,236.1,1.05,Air,Van den Bosch Transporten,5.0826400000000005
SHP588607,2020-06-19 10:44:42,Rotterdam,Kuala Lumpur,NL,MY,94.57,1000.0,1.05,Air,Van den Bosch Transporten,5.3066
SHP321605,2019-12-15 11:53:05,Rotterdam,Kuala Lumpur,NL,MY,93.45,380.0,0.9,Ocean,Neele-Vat Logistics,9.31308
SHP258604,2019-10-26 12:22:21,Rotterdam,Kuala Lumpur,NL,MY,90.65,1110.0,0.9,Ocean,Neele-Vat Logistics,19.51632
SHP384604,2019-10-31 15:00:13,Rotterdam,Kuala Lumpur,NL,MY,92.1,2008.0,1.05,Air,Van den Bosch Transporten,5.198259999999999
SHP813595,2019-08-11 18:07:59,Rotterdam,Kuala Lumpur,NL,MY,83.2,1202.0,0.9,Ocean,Neele-Vat Logistics,21.91655
SHP568607,2020-06-17 22:50:46,Rotterdam,Kuala Lumpur,NL,MY,95.931357,6010.0,0.9,Ocean,Neele-Vat Logistics,23.88032
SHP697577,2019-04-13 10:40:28,Rotterdam,Kuala Lumpur,NL,MY,89.75,205.0,0.9,Ocean,Neele-Vat Logistics,28.8088
SHP824574,2019-03-24 10:53:45,Rotterdam,Kuala Lumpur,NL,MY,91.6,3008.0,0.9,Ocean,Neele-Vat Logistics,28.90104
SHP75605,2019-12-05 17:55:11,Rotterdam,Kuala Lumpur,NL,MY,92.55,660.0,0.75,Air,NTG Air & Ocean,5.04977
SHP554606,2020-03-06 09:56:08,Rotterdam,Kuala Lumpur,NL,MY,92.51,1615.0,0.9,Ocean,Neele-Vat Logistics,8.50093
SHP957603,2019-10-13 14:25:29,Rotterdam,Kuala Lumpur,NL,MY,86.37016569,300.0,1.05,Air,Van den Bosch Transporten,5.16713
SHP351607,2020-05-23 14:32:13,Rotterdam,Kuala Lumpur,NL,MY,92.31,278.5,1.05,Air,Van den Bosch Transporten,5.379169999999999
SHP706576,2019-04-07 10:11:05,Rotterdam,Kuala Lumpur,NL,MY,90.9,305.0,0.75,Air,NTG Air & Ocean,5.34363
SHP812605,2020-01-08 14:31:32,Rotterdam,Kuala Lumpur,NL,MY,93.27270499,105.0,1.05,Air,Van den Bosch Transporten,5.10255
SHP553607,2020-06-16 10:43:30,Rotterdam,Kuala Lumpur,NL,MY,95.35,2007.0,1.05,Air,Van den Bosch Transporten,5.19711
SHP218573,2019-03-13 21:34:54,Rotterdam,Kuala Lumpur,NL,MY,93.45,2149.0,0.9,Ocean,Neele-Vat Logistics,13.353470000000002
SHP72606,2020-01-21 18:47:08,Rotterdam,Kuala Lumpur,NL,MY,92.65,545.0,0.9,Ocean,Neele-Vat Logistics,12.18843
SHP661595,2019-08-11 09:58:34,Rotterdam,Kuala Lumpur,NL,MY,83.35,990.0,0.9,Ocean,Neele-Vat Logistics,8.51782
SHP257596,2019-08-13 17:40:25,Rotterdam,Kuala Lumpur,NL,MY,83.93,60.0,0.75,Air,NTG Air & Ocean,5.0319400000000005
SHP119605,2019-12-08 11:26:24,Rotterdam,Kuala Lumpur,NL,MY,91.8247,300.0,0.9,Ocean,Neele-Vat Logistics,9.12778
SHP128591,2019-07-11 13:12:41,Rotterdam,Kuala Lumpur,NL,MY,86.7,480.0,0.9,Ocean,Neele-Vat Logistics,29.86586
SHP826605,2020-01-09 12:04:26,Rotterdam,Kuala Lumpur,NL,MY,93.25,355.0,1.05,Air,Van den Bosch Transporten,5.38414
SHP634607,2020-06-22 14:18:35,Rotterdam,Kuala Lumpur,NL,MY,95.78562266,1005.0,0.75,Air,NTG Air & Ocean,5.286569999999999
SHP991583,2019-05-22 07:25:27,Rotterdam,Kuala Lumpur,NL,MY,90.3,255.0,0.9,Ocean,Neele-Vat Logistics,17.45451
SHP803606,2020-03-27 17:54:51,Rotterdam,Kuala Lumpur,NL,MY,88.8,119.5,1.05,Air,Van den Bosch Transporten,5.06759
SHP284602,2019-09-19 11:32:18,Rotterdam,Kuala Lumpur,NL,MY,88.04777726,500.0,0.75,Air,NTG Air & Ocean,5.26725
SHP239588,2019-06-20 08:44:49,Rotterdam,Kuala Lumpur,NL,MY,87.5717,571.0,1.05,Air,Van den Bosch Transporten,5.28981
SHP888604,2019-11-23 21:57:55,Rotterdam,Kuala Lumpur,NL,MY,92.1,771.0,0.9,Ocean,Neele-Vat Logistics,13.51331
SHP347604,2019-10-29 15:45:55,Rotterdam,Kuala Lumpur,NL,MY,91.95,1000.0,0.75,Air,NTG Air & Ocean,5.30278
SHP404576,2019-04-05 12:11:07,Rotterdam,Kuala Lumpur,NL,MY,90.3,786.0,0.9,Ocean,Neele-Vat Logistics,19.43831
SHP59577,2019-04-09 09:17:50,Rotterdam,Kuala Lumpur,NL,MY,89.74,250.0,0.75,Air,NTG Air & Ocean,5.2439800000000005
SHP359586,2019-06-08 16:26:48,Rotterdam,Kuala Lumpur,NL,MY,87.51,208.0,0.9,Ocean,Neele-Vat Logistics,21.21389
SHP168583,2019-05-17 16:22:43,Rotterdam,Kuala Lumpur,NL,MY,90.36,395.0,0.75,Air,NTG Air & Ocean,5.15625
SHP539583,2019-05-19 15:30:00,Rotterdam,Kuala Lumpur,NL,MY,90.02614961,2221.0,1.05,Air,Van den Bosch Transporten,5.1272
SHP8629001,2019-09-09 17:53:12,Rotterdam,Manila,NL,PH,102.95,808.0,0.5625,Ocean,Van den Bosch Transporten,41.5544
SHP222573,2019-03-14 08:49:40,Rotterdam,Kuala Lumpur,NL,MY,93.34,6010.0,0.9,Ocean,Neele-Vat Logistics,28.03935
SHP318600,2019-09-08 12:10:52,Rotterdam,Kuala Lumpur,NL,MY,86.78,150.0,0.75,Air,NTG Air & Ocean,5.28796
SHP173593,2019-07-23 17:16:07,Rotterdam,Kuala Lumpur,NL,MY,85.85,783.0,0.9,Ocean,Neele-Vat Logistics,21.55637
SHP153593,2019-07-23 16:32:54,Rotterdam,Kuala Lumpur,NL,MY,85.85,1171.0,0.9,Ocean,Neele-Vat Logistics,21.25625
SHP954605,2020-01-15 01:19:14,Rotterdam,Kuala Lumpur,NL,MY,93.01,162.0,1.05,Air,Van den Bosch Transporten,5.03704
SHP260597,2019-08-18 16:13:20,Rotterdam,Kuala Lumpur,NL,MY,85.24969384,1506.0,0.75,Air,NTG Air & Ocean,5.05729
SHP764603,2019-10-04 10:23:19,Rotterdam,Kuala Lumpur,NL,MY,87.11,75.0,0.75,Air,NTG Air & Ocean,5.276619999999999
SHP800604,2019-11-19 16:43:39,Rotterdam,Kuala Lumpur,NL,MY,90.95,4560.0,0.9,Ocean,Neele-Vat Logistics,11.3309
SHP579607,2020-06-18 19:13:59,Rotterdam,Kuala Lumpur,NL,MY,94.65,140.0,1.05,Air,Van den Bosch Transporten,5.306830000000001
SHP941596,2019-08-16 23:27:11,Rotterdam,Kuala Lumpur,NL,MY,85.8,3665.0,0.9,Ocean,Neele-Vat Logistics,14.13322
SHP266589,2019-06-27 15:15:17,Rotterdam,Kuala Lumpur,NL,MY,87.2,190.0,0.75,Air,NTG Air & Ocean,5.04167
SHP539590,2019-07-07 13:49:19,Rotterdam,Kuala Lumpur,NL,MY,87.97153887,1406.0,0.75,Air,NTG Air & Ocean,5.29398
SHP115574,2019-03-18 17:08:52,Rotterdam,Kuala Lumpur,NL,MY,90.96,275.0,0.9,Ocean,Neele-Vat Logistics,11.50602
SHP710606,2020-03-16 17:32:27,Rotterdam,Kuala Lumpur,NL,MY,95.99,1107.0,0.75,Air,NTG Air & Ocean,5.14248
SHP996604,2019-11-29 23:13:27,Rotterdam,Kuala Lumpur,NL,MY,92.6254391,1499.0,0.75,Air,NTG Air & Ocean,5.04769
SHP786603,2019-10-05 17:04:30,Rotterdam,Kuala Lumpur,NL,MY,87.21,920.0,0.9,Ocean,Neele-Vat Logistics,31.475690000000004
SHP222604,2019-10-24 21:17:37,Rotterdam,Kuala Lumpur,NL,MY,89.45,120.0,0.9,Ocean,Neele-Vat Logistics,23.23345
SHP708603,2019-09-30 17:43:33,Rotterdam,Kuala Lumpur,NL,MY,88.15,3415.0,0.9,Ocean,Neele-Vat Logistics,31.74688
SHP95579,2019-04-21 08:36:38,Rotterdam,Kuala Lumpur,NL,MY,90.44,505.0,1.05,Air,Van den Bosch Transporten,5.3066
SHP908587,2019-06-17 14:01:34,Rotterdam,Kuala Lumpur,NL,MY,87.81593264,1406.0,0.75,Air,NTG Air & Ocean,5.067819999999999
SHP248992,2019-03-18 13:26:24,Rotterdam,Manila,NL,PH,110.94,1215.0,1.125,Ocean,Neele-Vat Logistics,44.93067
SHP481607,2020-06-11 12:55:24,Rotterdam,Kuala Lumpur,NL,MY,92.9,330.0,1.05,Air,Van den Bosch Transporten,5.12894
SHP990606,2020-04-19 17:58:10,Rotterdam,Kuala Lumpur,NL,MY,94.1,605.0,0.9,Ocean,Neele-Vat Logistics,11.84838
SHP253585,2019-05-30 16:53:54,Rotterdam,Kuala Lumpur,NL,MY,88.3,1456.0,0.9,Ocean,Neele-Vat Logistics,31.40208
SHP29606,2020-01-18 15:15:13,Rotterdam,Kuala Lumpur,NL,MY,93.05,25.0,0.75,Air,NTG Air & Ocean,5.14236
SHP320605,2019-12-15 11:44:19,Rotterdam,Kuala Lumpur,NL,MY,93.45,9010.0,0.9,Ocean,Neele-Vat Logistics,19.2522
SHP93585,2019-05-29 12:33:01,Rotterdam,Kuala Lumpur,NL,MY,89.41,235.0,0.75,Air,NTG Air & Ocean,5.11412
SHP282585,2019-05-31 10:30:58,Rotterdam,Kuala Lumpur,NL,MY,88.97,267.0,0.75,Air,NTG Air & Ocean,5.18738
SHP640592,2019-07-20 15:08:10,Rotterdam,Kuala Lumpur,NL,MY,85.35,1506.0,0.9,Ocean,Neele-Vat Logistics,10.66782
SHP326605,2019-12-15 12:16:40,Rotterdam,Kuala Lumpur,NL,MY,93.45,2998.0,0.9,Ocean,Neele-Vat Logistics,9.47685
SHP161579,2019-04-21 14:35:39,Rotterdam,Kuala Lumpur,NL,MY,89.7262,2008.0,0.9,Ocean,Neele-Vat Logistics,30.44201
SHP302595,2019-08-09 07:35:18,Rotterdam,Kuala Lumpur,NL,MY,83.7,1000.0,0.9,Ocean,Neele-Vat Logistics,27.522920000000003
SHP531605,2019-12-23 17:50:50,Rotterdam,Kuala Lumpur,NL,MY,94.13,2008.0,0.75,Air,NTG Air & Ocean,5.40301
SHP744604,2019-11-17 11:58:56,Rotterdam,Kuala Lumpur,NL,MY,90.85,226.0,0.9,Ocean,Neele-Vat Logistics,19.3537
SHP818574,2019-03-23 22:29:25,Rotterdam,Kuala Lumpur,NL,MY,91.25,2608.0,0.9,Ocean,Neele-Vat Logistics,13.73206
SHP175604,2019-10-22 22:05:47,Rotterdam,Kuala Lumpur,NL,MY,89.65,1400.3,0.9,Ocean,Neele-Vat Logistics,23.56794
SHP184584,2019-05-23 12:57:28,Rotterdam,Kuala Lumpur,NL,MY,91.19,2008.0,1.05,Air,Van den Bosch Transporten,5.02118
SHP790603,2019-10-06 05:05:10,Rotterdam,Kuala Lumpur,NL,MY,87.7,347.5,1.05,Air,Van den Bosch Transporten,5.057869999999999
SHP2873991,2019-03-06 21:37:10,Rotterdam,Manila,NL,PH,109.70175,293.0,0.5625,Ocean,Van den Bosch Transporten,20.96574
SHP609575,2019-03-29 16:48:51,Rotterdam,Kuala Lumpur,NL,MY,90.87,554.0,0.75,Air,NTG Air & Ocean,5.08819
SHP779591,2019-07-15 08:42:47,Rotterdam,Kuala Lumpur,NL,MY,85.8003,1006.0,0.9,Ocean,Neele-Vat Logistics,17.99155
SHP850605,2020-01-10 04:58:00,Rotterdam,Kuala Lumpur,NL,MY,93.4,1006.0,1.05,Air,Van den Bosch Transporten,5.06655
SHP358606,2020-02-12 19:25:22,Rotterdam,Kuala Lumpur,NL,MY,93.8,325.0,1.05,Air,Van den Bosch Transporten,5.07454
SHP848594,2019-08-05 14:13:49,Rotterdam,Kuala Lumpur,NL,MY,85.97175833,500.0,1.05,Air,Van den Bosch Transporten,5.12812
SHP177604,2019-10-23 08:53:35,Rotterdam,Kuala Lumpur,NL,MY,89.13,50.0,0.75,Air,NTG Air & Ocean,5.33715
SHP406596,2019-08-15 11:18:30,Rotterdam,Kuala Lumpur,NL,MY,85.87,1006.0,0.75,Air,NTG Air & Ocean,5.233219999999999
SHP628601,2019-09-14 22:10:04,Rotterdam,Kuala Lumpur,NL,MY,87.55,233.5,0.9,Ocean,Neele-Vat Logistics,13.59769
SHP920604,2019-11-25 12:00:27,Rotterdam,Kuala Lumpur,NL,MY,92.0,2008.0,1.05,Air,Van den Bosch Transporten,5.03947
SHP838572,2019-03-11 19:14:03,Rotterdam,Kuala Lumpur,NL,MY,93.45,2149.0,0.9,Ocean,Neele-Vat Logistics,22.37535
SHP572606,2020-03-08 14:39:24,Rotterdam,Kuala Lumpur,NL,MY,91.85,205.0,0.9,Ocean,Neele-Vat Logistics,30.46806
SHP316604,2019-10-28 09:51:06,Rotterdam,Kuala Lumpur,NL,MY,91.95,750.0,1.05,Air,Van den Bosch Transporten,5.03484
SHP424591,2019-07-12 22:30:27,Rotterdam,Kuala Lumpur,NL,MY,87.0,180.0,0.75,Air,NTG Air & Ocean,5.0831
SHP82606,2020-01-23 13:11:52,Rotterdam,Kuala Lumpur,NL,MY,91.64,2190.6,0.9,Ocean,Neele-Vat Logistics,29.860190000000003
SHP818603,2019-10-07 11:13:37,Rotterdam,Kuala Lumpur,NL,MY,87.54809575,1500.0,1.05,Air,Van den Bosch Transporten,5.05278
SHP34591,2019-07-11 05:01:23,Rotterdam,Kuala Lumpur,NL,MY,86.81,116.0,0.9,Ocean,Neele-Vat Logistics,16.45405
SHP415598,2019-08-25 22:35:16,Rotterdam,Kuala Lumpur,NL,MY,86.05,5010.0,0.9,Ocean,Neele-Vat Logistics,33.772690000000004
SHP942596,2019-08-16 23:28:51,Rotterdam,Kuala Lumpur,NL,MY,85.8,6610.0,0.9,Ocean,Neele-Vat Logistics,34.14479
SHP365604,2019-10-30 21:34:10,Rotterdam,Kuala Lumpur,NL,MY,91.9,5000.0,0.9,Ocean,Neele-Vat Logistics,13.34838
SHP856603,2019-10-10 08:30:20,Rotterdam,Kuala Lumpur,NL,MY,86.12673316,1000.0,0.75,Air,NTG Air & Ocean,5.23738
SHP335607,2020-05-22 08:24:50,Rotterdam,Kuala Lumpur,NL,MY,92.8483,1085.0,1.05,Air,Van den Bosch Transporten,5.07558
SHP267586,2019-06-08 10:57:10,Rotterdam,Kuala Lumpur,NL,MY,87.85,290.0,0.9,Ocean,Neele-Vat Logistics,28.92477
SHP511607,2020-06-14 10:34:28,Rotterdam,Kuala Lumpur,NL,MY,93.4129,1500.0,1.05,Air,Van den Bosch Transporten,5.2
SHP92579,2019-04-20 19:52:52,Rotterdam,Kuala Lumpur,NL,MY,90.93,1006.0,1.05,Air,Van den Bosch Transporten,5.03484
SHP182606,2020-01-30 00:35:44,Rotterdam,Kuala Lumpur,NL,MY,91.8,1000.0,0.9,Ocean,Neele-Vat Logistics,24.60926
SHP519576,2019-04-05 17:26:28,Rotterdam,Kuala Lumpur,NL,MY,90.65,2228.0,0.9,Ocean,Neele-Vat Logistics,11.62824
SHP155574,2019-03-18 20:15:43,Rotterdam,Kuala Lumpur,NL,MY,90.33,185.0,0.75,Air,NTG Air & Ocean,5.38206
SHP788603,2019-10-05 17:57:47,Rotterdam,Kuala Lumpur,NL,MY,87.05,100.0,0.75,Air,NTG Air & Ocean,5.26956
SHP604605,2019-12-27 00:07:33,Rotterdam,Kuala Lumpur,NL,MY,93.76,213.4,0.9,Ocean,Neele-Vat Logistics,24.41354
SHP303572,2019-03-09 22:53:33,Rotterdam,Kuala Lumpur,NL,MY,94.45,2654.9,0.9,Ocean,Neele-Vat Logistics,33.89965
SHP70581,2019-05-06 14:28:09,Rotterdam,Kuala Lumpur,NL,MY,89.95,255.0,1.05,Air,Van den Bosch Transporten,5.31262
SHP354598,2019-08-25 15:19:03,Rotterdam,Kuala Lumpur,NL,MY,86.65,805.0,0.75,Air,NTG Air & Ocean,5.00347
SHP308607,2020-05-19 11:02:13,Rotterdam,Kuala Lumpur,NL,MY,92.96,253.5,0.75,Air,NTG Air & Ocean,5.18403
SHP403606,2020-02-15 12:16:17,Rotterdam,Kuala Lumpur,NL,MY,92.93,500.0,0.75,Air,NTG Air & Ocean,5.02326
SHP157604,2019-10-22 10:23:06,Rotterdam,Kuala Lumpur,NL,MY,89.65,125.0,0.9,Ocean,Neele-Vat Logistics,8.688189999999999
SHP227605,2019-12-12 16:55:21,Rotterdam,Kuala Lumpur,NL,MY,92.35,175.0,0.9,Ocean,Neele-Vat Logistics,11.41215
SHP900597,2019-08-22 21:19:31,Rotterdam,Kuala Lumpur,NL,MY,85.17217815,1006.0,0.75,Air,NTG Air & Ocean,5.09074
SHP702604,2019-11-15 17:21:52,Rotterdam,Kuala Lumpur,NL,MY,90.75,996.0,0.9,Ocean,Neele-Vat Logistics,31.5963
SHP794605,2020-01-06 18:11:35,Rotterdam,Kuala Lumpur,NL,MY,92.76,865.0,0.9,Ocean,Neele-Vat Logistics,31.94155
SHP1605,2019-11-30 13:58:32,Rotterdam,Kuala Lumpur,NL,MY,92.31,114.0,0.75,Air,NTG Air & Ocean,5.33322
SHP213605,2019-12-12 07:29:13,Rotterdam,Kuala Lumpur,NL,MY,92.4241,25.0,0.9,Ocean,Neele-Vat Logistics,17.48067
SHP52596,2019-08-13 01:22:51,Rotterdam,Kuala Lumpur,NL,MY,83.79,276.0,0.75,Air,NTG Air & Ocean,5.14792
SHP816597,2019-08-22 13:58:35,Rotterdam,Kuala Lumpur,NL,MY,85.57287314,806.0,0.75,Air,NTG Air & Ocean,5.203469999999999
SHP764604,2019-11-18 07:35:21,Rotterdam,Kuala Lumpur,NL,MY,91.1844,610.0,1.05,Air,Van den Bosch Transporten,5.07639
SHP526572,2019-03-10 18:32:01,Rotterdam,Kuala Lumpur,NL,MY,93.7,1708.0,1.05,Air,Van den Bosch Transporten,5.35428
SHP263585,2019-05-30 17:37:18,Rotterdam,Kuala Lumpur,NL,MY,88.3,2408.0,0.9,Ocean,Neele-Vat Logistics,21.703470000000003
SHP809578,2019-04-19 14:17:00,Rotterdam,Kuala Lumpur,NL,MY,90.25,2508.0,0.9,Ocean,Neele-Vat Logistics,20.3125
SHP3586,2019-06-06 13:28:07,Rotterdam,Kuala Lumpur,NL,MY,87.9,232.5,0.9,Ocean,Neele-Vat Logistics,19.97303
SHP465605,2019-12-21 01:49:58,Rotterdam,Kuala Lumpur,NL,MY,92.71,87.0,0.9,Ocean,Neele-Vat Logistics,5.12477
SHP5605,2019-11-30 15:43:58,Rotterdam,Kuala Lumpur,NL,MY,93.0,168.0,0.75,Air,NTG Air & Ocean,5.23125
SHP636603,2019-09-28 14:41:30,Rotterdam,Kuala Lumpur,NL,MY,88.78,1136.0,1.05,Air,Van den Bosch Transporten,5.14468
SHP653606,2020-03-14 16:55:33,Rotterdam,Kuala Lumpur,NL,MY,93.54,1112.0,1.05,Air,Van den Bosch Transporten,5.23576
SHP382607,2020-05-27 23:33:11,Rotterdam,Kuala Lumpur,NL,MY,90.97,223.53,0.75,Air,NTG Air & Ocean,5.3377300000000005
SHP997587,2019-06-17 18:43:39,Rotterdam,Kuala Lumpur,NL,MY,88.35158766,520.0,0.75,Air,NTG Air & Ocean,5.03646
SHP502577,2019-04-11 21:34:07,Rotterdam,Kuala Lumpur,NL,MY,89.73,391.0,0.75,Air,NTG Air & Ocean,5.082990000000001
SHP623607,2020-06-21 19:48:28,Rotterdam,Kuala Lumpur,NL,MY,94.6,1190.0,0.9,Ocean,Neele-Vat Logistics,32.61435
SHP17607,2020-04-22 15:02:52,Rotterdam,Kuala Lumpur,NL,MY,93.52,100.0,0.75,Air,NTG Air & Ocean,5.128819999999999
SHP13571,2019-03-03 09:32:03,Rotterdam,Kuala Lumpur,NL,MY,92.88,1006.0,1.05,Air,Van den Bosch Transporten,5.3015
SHP510575,2019-03-29 05:21:08,Rotterdam,Kuala Lumpur,NL,MY,90.5,1006.0,0.9,Ocean,Neele-Vat Logistics,6.5912
SHP613588,2019-06-22 12:17:46,Rotterdam,Kuala Lumpur,NL,MY,87.8,115.0,0.9,Ocean,Neele-Vat Logistics,9.48449
SHP29577,2019-04-08 17:43:40,Rotterdam,Kuala Lumpur,NL,MY,89.3,7010.0,0.9,Ocean,Neele-Vat Logistics,11.74769
SHP875604,2019-11-23 15:14:27,Rotterdam,Kuala Lumpur,NL,MY,91.71,800.0,0.9,Ocean,Neele-Vat Logistics,20.71146
SHP47606,2020-01-19 16:28:58,Rotterdam,Kuala Lumpur,NL,MY,92.85,193.5,1.05,Air,Van den Bosch Transporten,5.08692
SHP589604,2019-11-11 00:32:12,Rotterdam,Kuala Lumpur,NL,MY,92.0,115.0,0.75,Air,NTG Air & Ocean,5.14444
SHP79604,2019-10-18 13:40:41,Rotterdam,Kuala Lumpur,NL,MY,86.11,200.0,0.9,Ocean,Neele-Vat Logistics,20.0603
SHP593,2019-07-22 16:55:21,Rotterdam,Kuala Lumpur,NL,MY,85.65,105.0,0.9,Ocean,Neele-Vat Logistics,21.41215
SHP799603,2019-10-06 14:33:06,Rotterdam,Kuala Lumpur,NL,MY,87.98,1000.0,0.75,Air,NTG Air & Ocean,5.08565
SHP780603,2019-10-05 09:41:28,Rotterdam,Kuala Lumpur,NL,MY,88.1,655.0,0.75,Air,NTG Air & Ocean,5.2634300000000005
SHP512604,2019-11-07 15:09:19,Rotterdam,Kuala Lumpur,NL,MY,90.7,205.0,0.9,Ocean,Neele-Vat Logistics,20.67581
SHP129579,2019-04-21 12:32:31,Rotterdam,Kuala Lumpur,NL,MY,89.7,906.0,0.9,Ocean,Neele-Vat Logistics,19.586920000000003
SHP214605,2019-12-12 07:46:01,Rotterdam,Kuala Lumpur,NL,MY,92.4241,189.0,1.05,Air,Van den Bosch Transporten,5.10486
SHP683596,2019-08-15 23:25:31,Rotterdam,Kuala Lumpur,NL,MY,85.5,1006.0,0.9,Ocean,Neele-Vat Logistics,34.12164
SHP776604,2019-11-18 13:00:02,Rotterdam,Kuala Lumpur,NL,MY,90.5,1660.0,0.9,Ocean,Neele-Vat Logistics,29.77801
SHP445589,2019-06-29 08:24:39,Rotterdam,Kuala Lumpur,NL,MY,86.8621,300.0,0.9,Ocean,Neele-Vat Logistics,27.86562
SHP91604,2019-10-18 19:19:27,Rotterdam,Kuala Lumpur,NL,MY,86.55,355.0,0.9,Ocean,Neele-Vat Logistics,22.41285
